Gene stable ID,Mouse gene stable ID,Mouse homology type,Mouse Gene-order conservation score,EuclidDist,EuclidDistNorm,EuclidDistLog,PearDist,TEC,Num Human Dupes,Num Mouse Dupes,Duplicated Species,Human Gene Type,Mouse Gene Type,Parental,Daughter,ID,Label,+/-,Human Brain,Human Colon,Human Esophagus,Human Heart,Human Kidney,Human Liver,Human Pancreas,Human Stomach,Mouse Brain,Mouse Colon,Mouse Esophagus,Mouse Heart,Mouse Kidney,Mouse Liver,Mouse Pancreas,Mouse Stomach
ENSG00000065135,ENSMUSG00000000001,ortholog_one2one,100.0,197.74644543310563,0.2785610024616405,6.701998812961174,0.15144210224270016,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0007165,signal transduction,+,8.031303,17.717758,24.235716,4.7536583,9.800953,8.379606,6.489912,12.073084,34.9112483402565,129.18058446078032,143.270691049432,72.89804825981666,72.9204665905612,45.74455360141926,8.9016080621037,54.0034049197927
ENSG00000093009,ENSMUSG00000000028,ortholog_one2one,100.0,24.53361619830282,1.0248160347186028,5.058506728512269,1.0016377872613482,0.25,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan,0.17227653,2.0467122,3.473108,0.27833307,0.47838473,0.87527937,0.2167273,2.1141644,2.2361239154081733,11.323525057610425,5.613314691890767,22.6804351195977,2.28047958432588,0.8717227469688864,0.18163629484047963,3.4911718013892696
ENSG00000102098,ENSMUSG00000000037,ortholog_one2one,100.0,2.08463941533528,0.47162805719796863,1.4445419133477317,0.16178587168043612,0.16666666666666666,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,0.9954814,2.5397182,1.7716991,0.5741051,0.67947304,0.8199414,0.86191416,0.9403877,1.2269294922921148,2.6758165405251995,3.2851960205650634,0.7748468436017667,0.33372582603642637,0.01122315883484,0.0,0.28754940887072333
ENSG00000091583,ENSMUSG00000000049,ortholog_one2one,100.0,1776.5464009686261,0.0023158570228250185,2.5163805465510176,3.0383148101886803e-06,0.5,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan,0.15860547,0.76295435,0.32984075,0.30536604,3.79706,3623.6282,6.1488376,3.5217607,1.2444967636728481,1.0111704873394,0.4575187322807843,0.25020655946754866,4.815342658480419,1847.0937037886326,0.6861228797949016,0.3196849063879117
ENSG00000141562,ENSMUSG00000000056,ortholog_one2one,100.0,70.95029573796678,0.5251387596631193,3.5114212564745904,0.6615620062966243,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan,19.420849,20.610584,20.82341,14.577749,14.022908,11.667503,9.730727,18.528746,50.770084753714464,32.92747841298186,27.584422898978065,73.38625358794413,31.43263678555787,16.300847230144367,1.9716573659752334,21.77571738889043
ENSG00000105971,ENSMUSG00000000058,ortholog_one2one,100.0,92.76178531333092,0.5728861410835414,5.1308098310933,0.5529900063815545,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan,3.474654,24.21542,30.048044,30.771389,5.7212977,7.68253,6.2967772,13.490947,54.35863761327257,34.2823122575046,78.9706199701635,52.82272750429653,59.85996990516887,12.130149126687405,7.037153076544766,22.613526010166634
ENSG00000067082,ENSMUSG00000000078,ortholog_one2one,100.0,91.84086200593876,0.48227927915368396,4.186432805657241,0.261829695372675,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan,13.163832,104.57858,111.8597,30.741781,54.087288,43.090263,35.88431,85.368225,31.124655899427335,145.04408228821433,86.9363319155129,45.36049651123226,18.316140030180666,6.103367896823197,5.511493210779584,39.87425568630557
ENSG00000010803,ENSMUSG00000000085,ortholog_one2one,100.0,80.76383974994928,0.6110137578509842,4.419498368349353,0.6686244196127993,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,12.771943,54.059105,47.602142,21.060041,23.267408,9.635529,18.94886,34.947586,75.88242839756253,61.0053548853082,51.4522593132055,66.9984792214893,23.339012774806395,2.6514495134203484,1.7018672155991743,30.452105427435168
ENSG00000178741,ENSMUSG00000000088,ortholog_one2one,100.0,1659.240615197428,0.2080721065635111,5.583765685546812,0.08954252178510547,0.0,1.0,1,NA,protein_coding,protein_coding,False,False,nan,nan,nan,112.87044,173.46991,120.41766,368.95624,135.70044,94.9606,64.41563,141.92116,459.817360118287,901.6726456728915,556.2381919671067,1358.219610643091,822.8535280623026,549.9967978560896,76.28732761078673,646.3695985597474
ENSG00000121068,ENSMUSG00000000093,ortholog_one2one,100.0,47.7869835965428,0.45416446016363865,4.457730713299712,0.1710971535429463,0.125,1.0,1,NA,protein_coding,protein_coding,False,False,"GO:0022008, GO:0006355","neurogenesis, regulation of DNA-templated transcription","-, -",6.0377054,21.567625,30.41433,17.601946,69.75201,7.547138,4.191868,24.01443,1.7696448656543888,8.01990141393027,32.89721834644137,3.3246176865104062,32.033970826832636,0.5586497688637487,0.16775454821397265,4.41470634442227
ENSG00000121075,ENSMUSG00000000094,ortholog_one2one,100.0,4.558539647535655,0.6692654497357515,2.4299179465281155,0.21962701436409815,,1.0,1,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,0.015915114,0.051177647,0.06529629,0.02361001,0.02931927,0.007903036,0.009814588,0.023513785,0.186969574337477,0.4974198428513727,4.487021403740977,0.009073209522277999,0.008941254583229,0.0,0.010426646607494669,1.0232885676376287
ENSG00000083828,ENSMUSG00000000103,ortholog_many2many,0.0,11.836059351641223,,5.782166114792676,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,2.6296997,5.9128423,5.501898,2.8982012,4.2223063,2.3541489,1.8689537,5.716813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105136,ENSMUSG00000000103,ortholog_many2many,0.0,13.788854938655255,,6.453330171362527,,,21.0,2,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0080090","regulation of DNA-templated transcription, regulation of primary metabolic process","-, -",7.7429547,5.605305,5.828347,2.8699195,5.394609,2.5601125,1.9447349,4.13711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000121406,ENSMUSG00000000103,ortholog_many2many,0.0,5.564559077790467,,3.8909149744264924,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,3.1884518,2.5568585,2.3707116,1.2011259,1.7077829,0.49237192,0.82286835,1.8334465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131845,ENSMUSG00000000103,ortholog_many2many,0.0,15.933475087052525,,6.793219033538634,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,6.822084,7.610437,8.518307,4.6776214,4.2252984,2.1950684,1.8944645,5.3585343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152439,ENSMUSG00000000103,ortholog_many2many,0.0,3.7166619517912736,,3.025869241705488,,,21.0,2,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0080090","regulation of DNA-templated transcription, regulation of primary metabolic process","-, -",1.3354915,1.8596828,1.951188,0.8946652,1.1671009,0.5500638,0.5738999,1.4035677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152454,ENSMUSG00000000103,ortholog_many2many,0.0,10.965528847315923,,5.720429713943377,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,3.2128067,5.432814,5.511544,4.42526,3.4977698,1.2951937,1.5386475,3.7637513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152475,ENSMUSG00000000103,ortholog_many2many,0.0,8.372939430339962,,4.966345545253307,,,21.0,2,NA,protein_coding,protein_coding,False,False,nan,nan,nan,1.6701251,3.0097318,3.3047833,0.5630096,4.1564145,3.7921715,2.3768551,3.1167214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167554,ENSMUSG00000000103,ortholog_many2many,0.0,4.910690844975637,,3.511744385197423,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,3.5702286,1.8896747,1.4009451,1.0194734,1.8498583,0.15409984,0.3966082,1.0920112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171466,ENSMUSG00000000103,ortholog_many2many,0.0,4.432308130394174,,3.395211065526033,,,21.0,2,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0080090","regulation of DNA-templated transcription, regulation of primary metabolic process","-, -",1.3530719,2.0641706,2.678509,0.85605824,1.1311702,0.8777738,1.0333736,1.5901608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171469,ENSMUSG00000000103,ortholog_many2many,0.0,26.9380339665955,,8.307060330730815,,,21.0,2,NA,protein_coding,protein_coding,False,False,"GO:0006355, GO:0080090","regulation of DNA-templated transcription, regulation of primary metabolic process","-, -",4.76689,12.8275795,16.65739,4.3578453,8.194702,5.385375,5.960621,10.499702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171574,ENSMUSG00000000103,ortholog_many2many,0.0,12.153935998530429,,6.141723007914601,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,4.5147524,5.4226637,5.9497437,3.8928275,3.464417,3.0677712,2.0753515,4.653584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178935,ENSMUSG00000000103,ortholog_many2many,0.0,18.63117323483447,,5.662565925473207,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,1.4012246,6.3677874,4.91136,1.5336494,5.1227837,3.081763,2.2186286,15.410141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179909,ENSMUSG00000000103,ortholog_many2many,0.0,12.099561532674972,,5.8502735346942165,,,21.0,2,NA,protein_coding,protein_coding,False,False,GO:0006355,regulation of DNA-templated transcription,-,5.0529175,6.695091,7.197523,2.8027093,2.8316104,0.64482373,1.4125762,2.440178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
