Human Gene,Mouse Parent,Mouse Daughter,GOC Parent,GOC Daughter,EuclidDist Parent,EuclidDist Daughter,EuclidDistNorm Parent,EuclidDistNorm Daughter,EuclidDistLog Parent,EuclidDistLog Daughter,PearDist Parent,PearDist Daughter,TEC Parent,TEC Daughter
ENSG00000254647,ENSMUSG00000000215,ENSMUSG00000035804,100.0,0.0,3667.84630289157,5264.286219493014,0.0014979345659478557,0.001427753006486537,2.445156810030873,4.066262247012275,5.97054327311497e-07,8.228541682475665e-07,0.5833333333333333,0.25
ENSG00000069493,ENSMUSG00000030157,ENSMUSG00000000248,50.0,0.0,495.295521662,8.91025109192716,0.9409332392413363,0.9945613919734344,11.994274745696305,3.92591895490559,1.0277916135567755,0.6630075616948476,0.0,0.4375
ENSG00000157601,ENSMUSG00000023341,ENSMUSG00000000386,75.0,25.0,31.8894209458667,31.041609954468683,0.8148435529455484,0.7181845248643186,5.317109754613717,6.218483799507372,1.319186400182418,0.7603217021513478,0.0625,0.1875
ENSG00000146425,ENSMUSG00000095677,ENSMUSG00000000579,50.0,0.0,346.5756849464595,352.2160221206094,0.4991852196138403,0.5709967442341283,13.120709232918378,15.83099550214839,0.40885762639594225,0.4344678206824295,0.1875,0.375
ENSG00000089127,ENSMUSG00000052776,ENSMUSG00000001168,100.0,0.0,26.89730313103496,20.208340318089817,0.8724778736310763,0.9439211231479268,3.505325573848043,6.439362846433929,0.6335573013523288,0.7247546892506072,0.07142857142857142,0.42857142857142855
ENSG00000050130,ENSMUSG00000005078,ENSMUSG00000056197,100.0,0.0,77.73444137873642,52.34965512169027,0.44651622287566195,,3.031769608629613,11.040413654993062,0.35834900265513936,,0.0,
ENSG00000062485,ENSMUSG00000005683,ENSMUSG00000046934,100.0,0.0,679.1075039047306,289.0212098170388,0.2300676430876567,0.27759454257924476,4.597199017429317,15.759267717034627,0.016025500872624554,0.015063339859434643,0.0,0.4375
ENSG00000172179,ENSMUSG00000021342,ENSMUSG00000079092,100.0,0.0,20.255981752306408,20.295250962622777,0.47518017471661284,1.2610629853194346,5.554186459488534,5.522170253543765,0.02548858671633769,1.0766298940623824,,
ENSG00000204967,ENSMUSG00000104252,ENSMUSG00000007440,100.0,0.0,7.468541256125791,3.163248246335592,0.9031788458579136,0.9056356326945161,2.870130097258528,1.8887854623664184,0.4799849843674021,0.4772233969043489,,
ENSG00000137818,ENSMUSG00000007892,ENSMUSG00000091014,100.0,0.0,2170.572283588005,4169.102024039563,0.30310473057581183,0.8147384789333834,2.187778478199268,26.789617024152218,0.27729716861273734,0.6329664998077753,0.0,
ENSG00000102898,ENSMUSG00000008450,ENSMUSG00000071497,100.0,0.0,50.07740055617074,66.61003488750644,0.5495685617840376,,5.894211376972208,11.849001453994939,0.39347264447873564,,0.0625,
ENSG00000240432,ENSMUSG00000050224,ENSMUSG00000068078,100.0,25.0,0.11065850017571946,0.27978825203147567,1.0103499020736775,1.0103499020736775,0.15121765652328226,0.3554764502009764,0.5733693694907163,0.5733693694907163,,
ENSG00000102387,ENSMUSG00000009596,ENSMUSG00000121803,100.0,0.0,1.089336928559281,,0.9215290717340465,,1.2070065995010806,,0.5046678345535772,,,
ENSG00000168303,ENSMUSG00000012429,ENSMUSG00000094649,100.0,0.0,12.097778581134213,12.358750088866351,0.4311488484991258,0.7647266753071083,2.542954455820748,6.178068384093806,0.8458275643533599,0.47103236042036734,0.0,
ENSG00000217930,ENSMUSG00000014301,ENSMUSG00000045886,100.0,0.0,33.5056913471047,39.45719143414003,0.6761258401022945,0.44549717343237316,5.914494214602027,8.596946301227682,1.148733489736798,0.2553081879668988,0.0625,0.4375
ENSG00000093000,ENSMUSG00000016619,ENSMUSG00000072878,100.0,0.0,35.87272876773294,33.09714336856808,0.5680256165560577,0.9198497484786061,3.517178085831756,8.968449152991015,1.0328909389277867,0.7972347103603483,0.0,
ENSG00000274290,ENSMUSG00000047246,ENSMUSG00000018102,25.0,0.0,14.558987859975941,546.2020786656913,0.4139294368205474,0.5565300241275718,5.45224225529088,17.623971523850518,0.4294404842769797,0.648126607201285,,
ENSG00000182481,ENSMUSG00000018362,ENSMUSG00000066878,50.0,0.0,26.143163286174854,36.637043269037214,0.6104082568316818,0.7319989153049863,4.436941886412155,9.289959145754297,0.5681040284342376,0.43430083610191783,0.0625,
ENSG00000139351,ENSMUSG00000020059,ENSMUSG00000084063,100.0,0.0,3.09404391092119,0.7890745315486604,0.6304858558455873,1.283696662038937,2.146167539599192,0.8860150862278806,0.56398048401944,1.4051229480765808,,
ENSG00000173401,ENSMUSG00000112611,ENSMUSG00000020213,50.0,25.0,,0.6835697798724829,,1.0032446122829763,,0.8058945661849659,,0.5079666549612792,,
ENSG00000086506,ENSMUSG00000073063,ENSMUSG00000020295,50.0,0.0,4.941821806484636,4.071575609363673,0.6984046063491296,0.19084635591269447,2.445450031301978,1.6960269856867358,0.2946814173154316,0.022660250799732662,,0.0
ENSG00000099804,ENSMUSG00000020307,ENSMUSG00000020870,100.0,0.0,88.36953222151885,191.31173974825248,0.41622902835658454,0.7552563779396351,1.5055615171491101,15.520878561887578,0.7487517856803194,0.7990804065286254,0.0,
ENSG00000197782,ENSMUSG00000057093,ENSMUSG00000096916,50.0,0.0,8.2742401074234,6.249692905726851,0.9914067686375208,0.8063944605752892,3.2640071261220163,2.905247321212301,1.092379652483769,1.2034385427082186,0.25,0.25
ENSG00000196136,ENSMUSG00000066363,ENSMUSG00000066361,100.0,0.0,2662.55566854402,2663.6893176853114,0.5155670417103815,1.1741965109357646,18.338088127075697,17.977066011031535,0.18874603347581975,1.1056638239101342,0.4375,0.375
ENSG00000100632,ENSMUSG00000021131,ENSMUSG00000063412,100.0,0.0,185.69800038402798,204.2375158819908,0.4154649245973939,0.7063663490302777,8.51863632350638,15.549573737359735,0.7225149669040791,1.1609371217175593,0.0,
ENSG00000148377,ENSMUSG00000033520,ENSMUSG00000021148,100.0,0.0,0.33058898838929085,0.2250523903103456,0.8131342250772604,,0.38435391338327696,0.29598735572798973,0.2716257538615702,,,
ENSG00000187626,ENSMUSG00000054931,ENSMUSG00000021327,50.0,0.0,3.398762572964273,111.5237666669011,0.6210543021789204,0.3411197538442282,1.6679942797972098,9.881207788204403,0.520410213141286,0.43446996404996563,0.35714285714285715,0.0625
ENSG00000170542,ENSMUSG00000062342,ENSMUSG00000045827,50.0,25.0,21.394692206844326,19.57160996295208,1.0779348655526197,0.50918961339642,7.869252284281262,2.2833845660751315,1.1150010640150272,0.7823425363493113,,0.0
ENSG00000171606,ENSMUSG00000058638,ENSMUSG00000021514,100.0,0.0,20.535032537390716,26.078430738256486,0.2932980809409939,0.6760690736697802,1.5842870941620448,3.898688246113238,0.37507642187040335,0.8931248348043651,0.0,0.0625
ENSG00000168175,ENSMUSG00000021840,ENSMUSG00000041775,100.0,0.0,23.252089994801334,39.91526560386543,0.4273991164994591,0.6102059902799271,2.302510539067768,2.8296055340458683,0.3598905633198781,0.7768184093060038,0.0,0.0
ENSG00000150459,ENSMUSG00000021963,ENSMUSG00000061104,100.0,0.0,127.08061155312609,158.90371950895792,0.2122236142365845,0.2574486556508141,5.675178255018917,12.528293527062116,0.11447615266394529,0.2409849799017506,0.0,0.25
ENSG00000157873,ENSMUSG00000042333,ENSMUSG00000022074,100.0,0.0,178.9218294349147,194.97064995576642,0.8341541604124137,0.5433977919428437,9.002331531320971,11.676671207919908,0.6881151290768022,0.3844528500100799,0.0625,0.25
ENSG00000118939,ENSMUSG00000022111,ENSMUSG00000035337,100.0,0.0,90.10585451481005,31.927572521343997,0.31974021000143693,0.39219659986514355,4.068351377792434,6.809744164184855,0.1852366647545165,0.34069466301952234,0.0,0.1875
ENSG00000034677,ENSMUSG00000022280,ENSMUSG00000121668,100.0,0.0,32.14230850373192,,0.4466863453580168,,2.902995705429735,,0.6821162326066521,,0.0,
ENSG00000100197,ENSMUSG00000022445,ENSMUSG00000068086,100.0,0.0,201.33749934003478,315.3087074528079,0.6035554881587464,0.15759539378873294,6.644151817687399,6.160032830543261,0.2140953110613275,0.013148069488887582,0.21428571428571427,0.2857142857142857
ENSG00000291309,ENSMUSG00000022584,ENSMUSG00000022582,50.0,25.0,30.774316984330447,186.7517730112142,1.0131349006906791,1.1227996668319364,5.718905702305502,7.059192931597303,0.9327153117513813,0.8657485851407476,,
ENSG00000181458,ENSMUSG00000022754,ENSMUSG00000046748,100.0,75.0,56.829612662512055,51.836833630451835,1.1797627522698868,1.2491471522694337,5.904870417571526,8.529861431402455,1.0973276365667701,1.0434980058978574,0.125,0.4375
ENSG00000077327,ENSMUSG00000037708,ENSMUSG00000022783,100.0,0.0,0.7389308010581452,5.588405617330919,0.2767617121161811,0.4553678340778766,0.751657461276963,2.485331887988193,0.04558142451993985,0.12919747268527126,0.0,0.25
ENSG00000163904,ENSMUSG00000022855,ENSMUSG00000091318,100.0,0.0,52.23106518955179,35.10262596055877,0.4119146729657885,0.7571174463953478,2.91958010142746,9.381733652405018,0.266946600838437,0.2902395001371173,0.0,
ENSG00000154639,ENSMUSG00000022865,ENSMUSG00000044860,100.0,0.0,144.39740613462916,183.6461706320351,0.8046724954456008,1.1986246490514891,5.546957343522247,7.502060938210149,0.8111813828495299,1.1435688062487612,0.0,0.4375
ENSG00000113889,ENSMUSG00000022875,ENSMUSG00000060459,100.0,0.0,1053.1099418904307,237.1106601960488,0.16921474265930053,0.5907620539118137,5.87600548256254,3.047164660464182,0.014749287144281031,0.21404607918000962,0.25,0.16666666666666666
ENSG00000121552,ENSMUSG00000034362,ENSMUSG00000095620,100.0,0.0,1238.2305549905002,1526.189109909361,0.017825475313189815,1.401857328724431,4.420299430691479,11.167721751614202,0.0001657778876706928,1.190560016586751,0.2857142857142857,0.42857142857142855
ENSG00000022267,ENSMUSG00000023092,ENSMUSG00000050035,100.0,0.0,971.9032558508541,865.9225157164444,0.44252867859268147,0.8142011182910166,4.117286590421705,16.910039427744348,0.15107543435391313,0.6582914863713907,0.0,
ENSG00000110002,ENSMUSG00000038112,ENSMUSG00000023186,50.0,0.0,26.63155092078487,66.7453770503776,0.9689882438324996,0.49865339344172543,5.753939006489226,5.101859285326784,0.8722563936753782,0.4534141420061959,0.25,0.0
ENSG00000241878,ENSMUSG00000023452,ENSMUSG00000095041,50.0,0.0,38.513351009144806,82.43967906565311,0.41841163386420466,0.6207439132257202,2.4793979670110837,2.952268154305239,0.3636444309457014,0.6673666861092722,0.0,0.0
ENSG00000130363,ENSMUSG00000023806,ENSMUSG00000073471,75.0,50.0,4.948713813516248,2.733518947455699,0.42763466481348616,0.30885914235023754,1.6917152008045995,1.2976631039840545,0.42195210937484073,0.2093150707991953,0.0625,0.125
ENSG00000096401,ENSMUSG00000023932,ENSMUSG00000112781,100.0,0.0,37.7136961513507,,0.3837288911851773,,2.8322263180015264,,0.4399366372971625,,0.0,
ENSG00000186526,ENSMUSG00000062464,ENSMUSG00000024055,50.0,0.0,0.03952813757650636,85.82954659556275,0.7774188312505191,0.6687631300006586,0.05606230482732345,11.814658813688311,0.6729627865481482,0.7739633854494103,,
ENSG00000206053,ENSMUSG00000024165,ENSMUSG00000043859,100.0,0.0,37.70336924252323,77.59581616719748,0.470642682026722,1.137213115632517,2.683263038224157,12.372064658624616,0.5606030765555332,0.9404991727760825,0.0,
ENSG00000128513,ENSMUSG00000029676,ENSMUSG00000024174,100.0,0.0,34.54370074222705,9.357717579496663,0.5374036280348762,0.5316816480055299,4.470615587994523,2.1008662687573767,0.6251438089785794,0.6204122926151314,0.0,0.0625
ENSG00000166801,ENSMUSG00000086213,ENSMUSG00000024691,100.0,0.0,34.96729882647984,31.4679055168836,0.894021972663675,0.7894921344551438,6.639487565242463,4.346864418261165,0.7696407162493073,0.8226892256651179,0.3125,0.0625
ENSG00000165092,ENSMUSG00000053279,ENSMUSG00000024747,100.0,0.0,1232.6035211378182,460.19603437024614,0.8480215155101027,0.9457579768644071,6.88641632375624,9.359918477827103,0.5826330523617173,0.7791024982607904,0.0,0.125
ENSG00000183684,ENSMUSG00000025134,ENSMUSG00000060244,100.0,0.0,82.67380814476068,85.56271275103049,0.5441261949250442,0.42628849580419986,2.465931735854288,6.412469429662463,0.6581754233450667,0.6376628028208489,0.0,0.0
ENSG00000123130,ENSMUSG00000025287,ENSMUSG00000047565,75.0,0.0,45.80495097373357,40.00123863255089,0.4807405237529831,0.6043547399467822,2.822950914765457,9.137629877124809,0.44818984390282923,0.7151364126536044,0.0,
ENSG00000177600,ENSMUSG00000025508,ENSMUSG00000118552,100.0,0.0,371.83067694454564,,0.35069977201992664,,1.6453755175181426,,0.3794682852061625,,0.0,
ENSG00000141543,ENSMUSG00000025580,ENSMUSG00000107906,100.0,0.0,126.47007882547163,105.48659633761432,0.48671667350210035,0.9806541755836369,3.455436186440049,13.107621226102031,0.6636735781725128,1.1020522783384457,0.0,
ENSG00000163535,ENSMUSG00000026039,ENSMUSG00000094443,100.0,0.0,12.913291279605396,2.160504101090247,0.881382736160728,0.8603423155459867,3.89782610277664,1.938368781226306,0.7858469501481995,0.31954742085218557,0.25,
ENSG00000080572,ENSMUSG00000042433,ENSMUSG00000026063,100.0,0.0,0.5212469174143309,0.2870978052016783,1.0963075816407049,,0.6049465331225228,0.36431871247313297,0.7465976740423531,,,
ENSG00000117592,ENSMUSG00000026701,ENSMUSG00000050114,100.0,0.0,4407.872336722752,573.0292716556039,0.9634554709786245,1.0150958797873688,5.38830582458784,19.563391130178296,0.8324327995091392,0.9373126426747168,0.0,
ENSG00000163510,ENSMUSG00000027014,ENSMUSG00000096729,100.0,0.0,16.290379265831703,35.732057034990866,0.40931751630601787,,2.627844355637551,9.404347431814228,0.3955693098405525,,0.0625,
ENSG00000104177,ENSMUSG00000027201,ENSMUSG00000049230,100.0,0.0,40.939986809097455,19.19139025828445,0.6620475398650915,0.6748973068465594,4.143784169936692,5.806078759316912,0.42325335743853776,0.46914367181294303,0.14285714285714285,0.42857142857142855
ENSG00000104131,ENSMUSG00000027236,ENSMUSG00000043424,100.0,0.0,101.35807954721194,109.2309884588865,0.35539386972088405,0.3505398016607719,8.362238215806865,12.925166045539628,1.1221810847388907,0.8384042324261843,0.0,
